N° do imóvel,UF,Cidade,Bairro,Endereço,Preço,Valor de avaliação,Desconto,Financiamento,Descrição,Modalidade de venda,Link de acesso
8444416274723,RS,SAO LEOPOLDO,SAO MIGUEL,"RUA OSVALDO ARANHA, N. 1571A, Apto 404, BL 03D1","70.414,19","131.800,00",46.58,Não,"Apartamento, 44.20 de área total, 40.07 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444416274723
8787705238338,RS,SAO LEOPOLDO,SANTOS DUMONT,"RUA RICARDO JOAO MERKER, N. 44, Apto 401, BL 26 QD 2918 ZN 20 SETOR B","91.389,55","170.000,00",46.25,Sim,"Apartamento, 81.29 de área total, 41.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705238338
1444408662576,RS,SAO LEOPOLDO,CAMPINA,"RUA OITO, N. SN, LT 06 QD 2453","157.097,97","290.000,00",45.83,Não,"Casa, 0.00 de área total, 133.12 de área privativa, 240.75 de área do terreno.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444408662576
8787706291925,RS,SAO LEOPOLDO,SANTOS DUMONT,"RUA RICARDO JOAO MERKER, N. 44, Apto 303, BL 27","79.100,23","145.196,85",45.53,Não,"Apartamento, 0.00 de área total, 41.19 de área privativa, 0.00 de área do terreno.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706291925
8787702254677,RS,SAO LEOPOLDO,SANTOS DUMONT,"RUA RICARDO JOAO MERKER, N. 44, Apto 502, BL 14","95.704,02","170.000,00",43.71,Sim,"Apartamento, 81.28 de área total, 41.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702254677
8787706307457,RS,SAO LEOPOLDO,SANTOS DUMONT,"RUA RICARDO JOAO MERKER, N. 44, Apto 203, BL 29","90.711,41","157.000,00",42.23,Sim,"Apartamento, 81.29 de área total, 41.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706307457
8787707111190,RS,SAO LEOPOLDO,SANTOS DUMONT,"RUA RICARDO JOAO MERKER, N. 44, Apto 201, BL 33 QD 2918","74.726,23","129.000,00",42.08,Sim,"Apartamento, 81.29 de área total, 41.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707111190
8444436691974,RS,SAO LEOPOLDO,CAMPINA,"RUA WALDEMIRO DA SILVA, N. 420, Apto 11, BL J, QD 1951,","85.477,60","146.000,00",41.46,Não,"Apartamento, 43.26 de área total, 42.50 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444436691974
8787717901924,RS,SAO LEOPOLDO,CAMPINA,"RUA FARRAPOS, N. 42, Apto 209, TORRE 03 VG 44","86.648,52","148.000,00",41.46,Não,"Apartamento, 62.48 de área total, 54.20 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717901924
8555521805662,RS,SAO LEOPOLDO,SANTOS DUMONT,"RUA TOME DE SOUZA, N. 36, Apto 32, BL 03,  QD SN, ZN 20, ST B,","90.746,77","155.000,00",41.46,Não,"Apartamento, 52.44 de área total, 42.52 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555521805662
8555531387626,RS,SAO LEOPOLDO,SANTOS DUMONT,"RUA TOME DE SOUZA, N. 100, Apto 203, BL 22","87.819,45","150.000,00",41.46,Não,"Apartamento, 0.00 de área total, 52.38 de área privativa, 0.00 de área do terreno,  3 qto(s), varanda, WC, 1 sala(s), cozinha.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555531387626
8787712147105,RS,SAO LEOPOLDO,SANTOS DUMONT,"RUA RICARDO JOAO MERKER, N. 44, Apto 504, QD 2918 BL 42","81.964,82","140.000,00",41.46,Sim,"Apartamento, 81.32 de área total, 41.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712147105
8787716451615,RS,SAO LEOPOLDO,SANTOS DUMONT,"AVENIDA LIONS SCHARLAU, N. 131, Apto 301, BL 17, LT SN, QD 2918A, ZN 20, VAGA 20","87.819,45","150.000,00",41.46,Não,"Apartamento, 82.75 de área total, 40.82 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716451615
8787716830209,RS,SAO LEOPOLDO,SANTOS DUMONT,"AVENIDA LIONS SCHARLAU, N. 131, Apto 102, BL 21, VAGA 166 DESCOBERTA","90.746,77","155.000,00",41.46,Não,"Apartamento, 82.74 de área total, 40.82 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716830209
8444435814924,RS,SAO LEOPOLDO,ARROIO DA MANTEIGA,"RUA HILARIO DARCI MEINE, N. 365, LOTE 15 QUADRA 3128","97.778,11","165.000,00",40.75,Não,"Terreno, 0.00 de área total, 0.00 de área privativa, 275.00 de área do terreno.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444435814924
8787706928680,RS,SAO LEOPOLDO,SANTO ANDRE,"RUA CORONEL BORDINI, N. 1151, Apto 204, BL 05 VG 72","100.741,08","170.000,00",40.75,Não,"Apartamento, 89.92 de área total, 40.23 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706928680
8555516939397,RS,SAO LEOPOLDO,SANTOS DUMONT,"RUA TOME DE SOUZA, N. 36, Apto 23, BL 13","92.444,76","156.000,00",40.75,Não,"Apartamento, 64.01 de área total, 51.92 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555516939397
8051100541010,RS,SAO LEOPOLDO,VICENTINA,"AVENIDA TOMAZ EDISON, N. 3844-B, Apto 402, BL 09 4º PAV","66.800,82","112.000,00",40.36,Não,"Apartamento, 77.58 de área total, 47.13 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8051100541010
8051100528625,RS,SAO LEOPOLDO,SAO MIGUEL,"AV TOMAZ EDISON, N. 3900-A, Apto 401, BL 02","73.583,88","123.000,00",40.18,Sim,"Apartamento, 62.98 de área total, 47.13 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8051100528625
8787707238920,RS,SAO LEOPOLDO,CAMPESTRE,"RUA SAO VALENTIM, N. 77, RUA 11 UNIDADE 03","123.904,77","205.000,00",39.56,Não,"Casa, 39.27 de área total, 39.27 de área privativa, 298.21 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707238920
8555526126518,RS,SAO LEOPOLDO,SANTOS DUMONT,"RUA TOME DE SOUZA, N. 100, Apto 104, BL 12","123.904,77","205.000,00",39.56,Não,"Apartamento, 138.61 de área total, 101.81 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555526126518
1444417502560,RS,SAO LEOPOLDO,RIO DOS SINOS,"RUA ALBINO KEMPF, N. 272, Apto 701, BLOCO 1","181.634,57","300.000,00",39.46,Sim,"Apartamento, 89.18 de área total, 72.22 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444417502560
10222635,RS,SAO LEOPOLDO,FEITORIA,"AVENIDA ALBINO TIMM, N. 00, QD 2064, LT 01","174.052,10","273.102,45",36.27,Não,"Casa, 0.00 de área total, 85.00 de área privativa, 200.00 de área do terreno.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10222635
1600000072188,RS,SAO LEOPOLDO,CENTRO,"RUA SAO PAULO, N. 531, Apto 1901, QD 6A ST B BOX 29 E 34 BOX 72 BOX 73","1.070.688,02","1.680.000,00",36.27,Sim,"Apartamento, 367.26 de área total, 245.80 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 2 sala(s), 1 lavabo(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1600000072188
10285646,RS,SAO LEOPOLDO,SCHARLAU,"RUA IPIRANGA, N. 234, QD O, LT 05-11","945.774,42","1.484.000,00",36.27,Sim,"Galpão, 0.00 de área total, 861.59 de área privativa, 780.00 de área do terreno.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10285646
1444407535228,RS,SAO LEOPOLDO,SCHARLAU,"RUA ALAGOAS, N. 269, LT 01, QD 983","207.127,15","325.000,00",36.27,Não,"Casa, 95.16 de área total, 95.16 de área privativa, 166.87 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444407535228
1444405139775,RS,SAO LEOPOLDO,SANTOS DUMONT,"RUA SAO SIMAO, N. 178, LT 18 QD 286","363.269,15","570.000,00",36.27,Sim,"Casa, 300.00 de área total, 300.00 de área privativa, 300.00 de área do terreno, WC.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444405139775
8444433105330,RS,SAO LEOPOLDO,FEITORIA,"AVENIDA FEITORIA, N. 5518, Apto 102, BL F BOX 61","169.000,00","169.000,00",0.00,Não,"Apartamento, 61.13 de área total, 54.08 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444433105330
8444420191128,RS,SAO LEOPOLDO,ARROIO DA MANTEIGA,"RUA RIO GUAIBA, N. 426, Apto 302, LT 02, O3 E 04, QD 2892","120.000,00","120.000,00",0.00,Não,"Apartamento, 53.96 de área total, 31.33 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444420191128
8444433652773,RS,SAO LEOPOLDO,CENTRO,"RUA SANTO ANTONIO, N. 973, Apto 304,","185.000,00","185.000,00",0.00,Não,"Apartamento, 54.79 de área total, 47.42 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444433652773
8444406197777,RS,SAO LEOPOLDO,SAO MIGUEL,"RUA OSVALDO ARANHA, N. 1571, Apto 404, BL 04 D1","141.000,00","141.000,00",0.00,Não,"Apartamento, 44.20 de área total, 40.07 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406197777
8444418568929,RS,SAO LEOPOLDO,SAO MIGUEL,"RUA N, N. 35, LT 04, QD OA, LOT PAIM II","155.000,00","155.000,00",0.00,Não,"Casa, 39.10 de área total, 39.10 de área privativa, 160.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444418568929
8555535477921,RS,SAO LEOPOLDO,SAO MIGUEL,"AVENIDA TOMAZ EDSON, N. 3500, Apto 402, BL 01","200.000,00","200.000,00",0.00,Não,"Apartamento, 112.72 de área total, 55.34 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555535477921
8555531217542,RS,SAO LEOPOLDO,SANTOS DUMONT,"RUA TOME DE SOUZA, N. 100, Apto 201, BL 21, ZONA 20, SETOR B,","185.000,00","185.000,00",0.00,Não,"Apartamento, 88.37 de área total, 52.38 de área privativa, 0.00 de área do terreno,  3 qto(s), varanda, WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555531217542
8787702024477,RS,SAO LEOPOLDO,SANTO ANDRE,"RUA CORONEL BORDINI, N. 1151, Apto 504, BL 11 BOX 296","136.952,00","134.000,00",0.00,Não,"Apartamento, 89.93 de área total, 40.23 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702024477
8787711552499,RS,SAO LEOPOLDO,FEITORIA,"RUA ANGOLA, N. 110, Apto 305, TORRE A","160.087,71","155.000,00",0.00,Não,"Apartamento, 62.91 de área total, 44.71 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711552499
8787706708680,RS,SAO LEOPOLDO,SANTOS DUMONT,"RUA RICARDO JOAO MERKER, N. 44, Apto 504, BL 31, LT SN, QD 2918,","144.455,81","132.000,00",0.00,Não,"Apartamento, 81.29 de área total, 41.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706708680
1555519675686,RS,SAO LEOPOLDO,FEITORIA,"RUA JORGE SCHUCH, N. 317, LOTES 18/19, QUADRA 1183","431.000,00","303.000,00",0.00,Sim,"Terreno, 0.00 de área total, 0.00 de área privativa, 396.00 de área do terreno.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555519675686
8444422250857,RS,SAPUCAIA DO SUL,COHAB,"RUA DAVID MACHADO, N. SN, Apto 408, BL 29, SETOR 04G68","45.001,54","118.000,00",61.87,Não,"Apartamento, 0.00 de área total, 38.64 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422250857
8444414692900,RS,SAPUCAIA DO SUL,COHAB,"RUA MATHEUS RIBEIRO, N. S/N, Apto 405, BL 16","34.681,34","90.000,00",61.47,Não,"Apartamento, 0.00 de área total, 28.14 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414692900
8444413372244,RS,SAPUCAIA DO SUL,COHAB,"RUA DORALINO DE OLIVEIRA, N. 0, Apto 406, BL 18, ESTR FEDERAL BR-116, KM 21","41.475,67","104.000,00",60.12,Não,"Apartamento, 0.00 de área total, 38.64 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413372244
8444405870753,RS,SAPUCAIA DO SUL,COHAB,"RUA MATHEUS RIBEIRO, N. SN, Apto 103, BL 13","47.540,16","103.000,00",53.85,Não,"Apartamento, 0.00 de área total, 38.70 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444405870753
8444415796335,RS,SAPUCAIA DO SUL,COHAB,"RUA MATHEUS RIBEIRO, N. 0, Apto 401, BL 13  QD ALFA","41.559,30","90.000,00",53.83,Não,"Apartamento, 0.00 de área total, 38.70 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444415796335
8444423401018,RS,SAPUCAIA DO SUL,COHAB,"RUA CELESTE CATTO, N. SN, Apto 408, BL 37 LT 06 QD 01 SETOR 04G78","47.513,44","95.900,00",50.46,Não,"Apartamento, 0.00 de área total, 38.64 de área privativa, 0.00 de área do terreno.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423401018
8444408925931,RS,SAPUCAIA DO SUL,VARGAS,"RUA ENI CAMARGO ALVES, N. SN, LT 23 QD 15 SETOR 04H47","73.391,55","142.000,00",48.32,Sim,"Casa, 36.96 de área total, 36.96 de área privativa, 156.76 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408925931
8444402561636,RS,SAPUCAIA DO SUL,COHAB,"RUA RODOLFO HICKMANN, N. SN, Apto 106, BL 01","56.915,12","108.000,00",47.31,Não,"Apartamento, 42.25 de área total, 38.70 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444402561636
8444416176624,RS,SAPUCAIA DO SUL,COHAB,"RUA RODOLFO HICKMANN, N. SN, Apto 108, BL 02","58.274,70","108.560,99",46.33,Não,"Apartamento, 38.70 de área total, 38.70 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444416176624
8444407851241,RS,SAPUCAIA DO SUL,COHAB,"RUA DAVID MACHADO, N. SN, Apto 104, BL 29","40.899,62","75.000,00",45.47,Não,"Apartamento, 36.75 de área total, 33.66 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407851241
8444423099192,RS,SAPUCAIA DO SUL,COHAB,"RUA MATHEUS RIBEIRO, N. SN, Apto 104, BL 13","41.990,28","77.000,00",45.47,Não,"Apartamento, 36.75 de área total, 33.66 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423099192
8444426570929,RS,SAPUCAIA DO SUL,COHAB,"ESTRADA FEDERAL BR-116 KM 21, N. S/N, Apto 305, BLOCO 41","45.252,93","82.000,00",44.82,Não,"Apartamento, 30.98 de área total, 28.38 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426570929
8444425488714,RS,SAPUCAIA DO SUL,COHAB,"R DAVID MACHADO, N. S/N, Apto 204, BL 32","71.654,14","125.000,00",42.68,Sim,"Apartamento, 42.18 de área total, 38.64 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425488714
8444424639727,RS,SAPUCAIA DO SUL,COHAB,"R DAVID MACHADO, N. S/N, Apto 105, BL 26","47.053,76","81.000,00",41.91,Não,"Apartamento, 30.99 de área total, 28.38 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424639727
8787705426924,RS,SAPUCAIA DO SUL,CAMBOIM,"AVENIDA JUSTINO CAMBOIM, N. 1049, Apto 301, BL 1, 3º PAV, VG Nº 192","87.819,45","150.000,00",41.46,Não,"Apartamento, 82.90 de área total, 39.62 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705426924
8444425460887,RS,SAPUCAIA DO SUL,LOMBA DA PALMEIRA,"RUA EDUARDO SANTA RITA NUNES, N. SN, LT32 QD 02 SETOR 04H64","87.819,45","150.000,00",41.46,Não,"Terreno, 0.00 de área total, 0.00 de área privativa, 240.00 de área do terreno.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425460887
8787715741245,RS,SAPUCAIA DO SUL,NOVA SAPUCAIA,"AVENIDA AMERICO VESPUCIO, N. 471, Apto 41, BL F, VAGA 76","103.704,06","175.000,00",40.75,Não,"Apartamento, 58.96 de área total, 42.65 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715741245
8444432178857,RS,SAPUCAIA DO SUL,IPIRANGA,"AVENIDA CORONEL THEODOMIRO PORTO DA FONS, N. 2435, Apto 551, BL 5 LT 22 QD 1 SETOR 04H51","92.444,76","156.000,00",40.75,Sim,"Apartamento, 47.20 de área total, 42.54 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444432178857
8555538264376,RS,SAPUCAIA DO SUL,IPIRANGA,"RUA CRISTAL, N. 75,","132.970,97","220.000,00",39.56,Não,"Casa, 52.78 de área total, 52.78 de área privativa, 80.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538264376
8444409451569,RS,SAPUCAIA DO SUL,COHAB,"RUA DAVID MACHADO, N. SN, Apto 305, BL 26","44.838,11","74.000,00",39.41,Não,"Apartamento, 30.98 de área total, 28.38 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444409451569
8444405745355,RS,SAPUCAIA DO SUL,PASQUALINI,"RUA DONA ERNESTINA, N. 417, Apto 504, BL 13","88.518,56","145.000,00",38.96,Não,"Apartamento, 75.25 de área total, 38.81 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444405745355
8444433161087,RS,SAPUCAIA DO SUL,VARGAS,"RUA ROMEU LISBOA, N. 212, CS 02, LT 27 E 28, QD 26","147.565,38","241.000,00",38.77,Sim,"Casa, 46.29 de área total, 46.29 de área privativa, 106.60 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444433161087
8444406923770,RS,SAPUCAIA DO SUL,PASQUALINI,"RUA H32-H31-1181, N. 417, Apto 501, BL 13","98.816,70","160.000,00",38.24,Sim,"Apartamento, 75.25 de área total, 38.81 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406923770
8555534774302,RS,SAPUCAIA DO SUL,BAIRRO KURASHIKI,"AVENIDA LUCIO BITTENCOURT, N. 1410, Apto 303, PAV 3","176.000,00","176.000,00",0.00,Não,"Apartamento, 0.00 de área total, 50.15 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555534774302
8787705035798,RS,SAPUCAIA DO SUL,CAMBOIM,"AVENIDA JUSTINO CAMBOIM, N. 1049, Apto 101, BL 05 1° PAV","170.000,00","170.000,00",0.00,Não,"Apartamento, 60.65 de área total, 39.63 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705035798
8787707045197,RS,SAPUCAIA DO SUL,CAMBOIM,"AVENIDA JUSTINO CAMBOIM, N. 1049, Apto 104, BL 09 BOX 81","150.000,00","150.000,00",0.00,Não,"Apartamento, 82.89 de área total, 39.62 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707045197
8787711654720,RS,SAPUCAIA DO SUL,NOVA SAPUCAIA,"AVENIDA AMERICO VESPUCIO, N. 471, Apto 23, BL N PAV 2","162.312,16","160.890,00",0.00,Não,"Apartamento, 47.44 de área total, 54.17 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711654720
10211602,RS,VIAMAO,SANTA ISABEL,"RUA CAMPUS DA COLINA (ANTIGA RUA B), N. 190, QD D LT 30","192.338,78","350.000,00",45.05,Não,"Casa, 0.00 de área total, 218.44 de área privativa, 300.00 de área do terreno, 1 vaga(s) de garagem.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10211602
